,method,rank,l,p,rmse,time
0,FRSVT,3,5,2,0.00998302475095087,0.4562511444091797
1,QISVT,3,5,2,0.009982887616926065,0.28737497329711914
2,SVT,3,5,2,0.010054415563417893,2.4284791946411133
3,FRSVT,3,5,2,0.009979734522719427,0.31647300720214844
4,QISVT,3,5,2,0.010004948737925873,0.2828519344329834
5,SVT,3,5,2,0.010054415563417893,2.26701283454895
6,FRSVT,3,10,2,0.010000172401003753,0.6326689720153809
7,QISVT,3,10,2,0.010005165917617425,0.5778048038482666
8,SVT,3,10,2,0.010054415563417893,2.283608913421631
9,FRSVT,3,10,2,0.009977336051787753,0.6112539768218994
10,QISVT,3,10,2,0.010001786822942955,0.5778279304504395
11,SVT,3,10,2,0.010054415563417893,2.441725015640259
12,FRSVT,3,15,2,0.009993517123128315,1.3891997337341309
13,QISVT,3,15,2,0.009993012619122011,1.0367281436920166
14,SVT,3,15,2,0.010054415563417893,2.3236331939697266
15,FRSVT,3,15,2,0.009986069286128189,1.0727579593658447
16,QISVT,3,15,2,0.009987010097438864,1.0797159671783447
17,SVT,3,15,2,0.010054415563417893,2.230639934539795
18,FRSVT,3,20,2,0.010013598096258715,1.8106951713562012
19,QISVT,3,20,2,0.009981674724441933,1.709115982055664
20,SVT,3,20,2,0.010054415563417893,3.152582883834839
21,FRSVT,3,20,2,0.010029922572154827,1.7609500885009766
22,QISVT,3,20,2,0.010003495470419033,1.6983389854431152
23,SVT,3,20,2,0.010054415563417893,2.291465997695923
24,FRSVT,5,5,2,0.009968629862318303,0.26929306983947754
25,QISVT,5,5,2,0.009998630079355732,0.2852630615234375
26,SVT,5,5,2,0.01030307870613002,2.8288886547088623
27,FRSVT,5,5,2,0.010124410278706275,0.2532627582550049
28,QISVT,5,5,2,0.009968988847518878,0.25713515281677246
29,SVT,5,5,2,0.01030307870613002,2.2340989112854004
30,FRSVT,5,10,2,0.01005371392920574,0.610896110534668
31,QISVT,5,10,2,0.010025342032921387,0.6027719974517822
32,SVT,5,10,2,0.01030307870613002,2.2374181747436523
33,FRSVT,5,10,2,0.01000526047013873,0.6638360023498535
34,QISVT,5,10,2,0.009990433165836329,0.6172661781311035
35,SVT,5,10,2,0.01030307870613002,2.3868978023529053
36,FRSVT,5,15,2,0.010254975764036176,1.0687999725341797
37,QISVT,5,15,2,0.01001122084402758,1.065997838973999
38,SVT,5,15,2,0.01030307870613002,2.4927210807800293
39,FRSVT,5,15,2,0.01000203817347878,1.1227829456329346
40,QISVT,5,15,2,0.010022512997977375,1.1279640197753906
41,SVT,5,15,2,0.01030307870613002,2.4100961685180664
42,FRSVT,5,20,2,0.010038490393244046,1.7377300262451172
43,QISVT,5,20,2,0.010050053357356321,1.7429070472717285
44,SVT,5,20,2,0.01030307870613002,2.4799559116363525
45,FRSVT,5,20,2,0.010012331303520593,1.7407081127166748
46,QISVT,5,20,2,0.010063746536183221,1.7579338550567627
47,SVT,5,20,2,0.01030307870613002,2.7387828826904297
48,FRSVT,7,5,2,0.009970649570699628,0.25844311714172363
49,QISVT,7,5,2,0.00997058434585681,0.2563471794128418
50,SVT,7,5,2,0.010833906361407287,2.233548164367676
51,FRSVT,7,5,2,0.009970377747030707,0.25345492362976074
52,QISVT,7,5,2,0.009970390419507197,0.2512991428375244
53,SVT,7,5,2,0.010833906361407287,2.246880054473877
54,FRSVT,7,10,2,0.010513678123488112,0.6188910007476807
55,QISVT,7,10,2,0.00999118065594693,0.5727641582489014
56,SVT,7,10,2,0.010833906361407287,3.3634538650512695
57,FRSVT,7,10,2,0.010326993656712097,0.6273541450500488
58,QISVT,7,10,2,0.010985484522215077,0.6047968864440918
59,SVT,7,10,2,0.010833906361407287,2.224785804748535
60,FRSVT,7,15,2,0.010031442400570403,1.0830347537994385
61,QISVT,7,15,2,0.01002451366220468,1.0630989074707031
62,SVT,7,15,2,0.010833906361407287,2.279474973678589
63,FRSVT,7,15,2,0.010049130246715741,1.1053497791290283
64,QISVT,7,15,2,0.010101335713315776,1.139775037765503
