,method,rank,l,p,rmse,time
65,SVT,7,15,2,0.010833906361407287,2.3065850734710693
66,FRSVT,7,20,2,0.010007761096717844,1.7277729511260986
67,QISVT,7,20,2,0.010040221664766927,1.7001869678497314
68,SVT,7,20,2,0.010833906361407287,2.584888219833374
69,FRSVT,7,20,2,0.01002398851400018,1.7735040187835693
70,QISVT,7,20,2,0.010046793252532209,1.7092890739440918
71,SVT,7,20,2,0.010833906361407287,3.22969388961792
72,FRSVT,9,5,2,0.010563520129559054,0.32089877128601074
73,QISVT,9,5,2,0.01192365512079057,0.28523898124694824
74,SVT,9,5,2,0.012780773522229555,3.0564920902252197
75,FRSVT,9,5,2,0.011059546239964267,0.3007171154022217
76,QISVT,9,5,2,0.011980693089006171,0.29676389694213867
77,SVT,9,5,2,0.012780773522229555,2.526959180831909
78,FRSVT,9,10,2,0.010541434121675132,0.6231439113616943
79,QISVT,9,10,2,0.012235989547183652,0.5904226303100586
80,SVT,9,10,2,0.012780773522229555,2.280494213104248
81,FRSVT,9,10,2,0.010374715829665109,0.6078579425811768
82,QISVT,9,10,2,0.010344383285627071,0.5828807353973389
83,SVT,9,10,2,0.012780773522229555,2.8596081733703613
84,FRSVT,9,15,2,0.011409126614497637,1.1817748546600342
85,QISVT,9,15,2,0.012496127127366379,1.4452860355377197
86,SVT,9,15,2,0.012780773522229555,3.387938976287842
87,FRSVT,9,15,2,0.010116022194509819,1.0979681015014648
88,QISVT,9,15,2,0.010917285505278162,1.463505744934082
89,SVT,9,15,2,0.012780773522229555,9.318886041641235
90,FRSVT,9,20,2,0.010707547647282288,1.9653480052947998
91,QISVT,9,20,2,0.010038408277061444,1.8736391067504883
92,SVT,9,20,2,0.012780773522229555,3.260551929473877
93,FRSVT,9,20,2,0.011348368248251244,2.1017701625823975
94,QISVT,9,20,2,0.011444359343221888,1.9273011684417725
95,SVT,9,20,2,0.012780773522229555,3.727134943008423
96,FRSVT,11,5,2,0.0101467093253784,0.3271200656890869
97,QISVT,11,5,2,0.010152010050219911,0.26143789291381836
98,SVT,11,5,2,0.013279676788528373,2.347459077835083
99,FRSVT,11,5,2,0.010145662360804667,0.26544690132141113
100,QISVT,11,5,2,0.011250406047174448,0.26555919647216797
101,SVT,11,5,2,0.013279676788528373,3.106653928756714
102,FRSVT,11,10,2,0.010535733639396345,0.6281678676605225
103,QISVT,11,10,2,0.01114470757063251,0.8623197078704834
104,SVT,11,10,2,0.013279676788528373,2.868791103363037
105,FRSVT,11,10,2,0.010151207522642479,0.8275580406188965
106,QISVT,11,10,2,0.011165175478268752,1.7705893516540527
107,SVT,11,10,2,0.013279676788528373,2.5441691875457764
108,FRSVT,11,15,2,0.01107096213500027,1.2146570682525635
109,QISVT,11,15,2,0.010919907462665036,1.133509874343872
110,SVT,11,15,2,0.013279676788528373,2.5336759090423584
111,FRSVT,11,15,2,0.010570766945727372,1.1714191436767578
112,QISVT,11,15,2,0.010003830264807093,1.0850367546081543
113,SVT,11,15,2,0.013279676788528373,2.819045305252075
114,FRSVT,11,20,2,0.011178255507284017,3.159242868423462
115,QISVT,11,20,2,0.011065651388594451,1.791731357574463
116,SVT,11,20,2,0.013279676788528373,2.3742318153381348
117,FRSVT,11,20,2,0.010937899053952758,1.8469221591949463
118,QISVT,11,20,2,0.010023115937813836,1.7350349426269531
119,SVT,11,20,2,0.013279676788528373,2.8989932537078857
