,method,rank,l,p,rmse,time
52,QISVT,7,5,2,0.009967175620167185,0.23105096817016602
53,SVT,7,5,2,0.010736426279304882,3.0300607681274414
54,FRSVT,7,10,2,0.009958264185564681,0.7966110706329346
55,QISVT,7,10,2,0.010408134852931964,1.077991008758545
56,SVT,7,10,2,0.010736426279304882,3.593031883239746
57,FRSVT,7,10,2,0.010203343458849295,1.028998851776123
58,QISVT,7,10,2,0.010222547104561212,0.569525957107544
59,SVT,7,10,2,0.010736426279304882,2.9628028869628906
60,FRSVT,7,15,2,0.010162268317472651,1.3627068996429443
61,QISVT,7,15,2,0.009959660599446467,1.3414459228515625
62,SVT,7,15,2,0.010736426279304882,4.5857038497924805
63,FRSVT,7,15,2,0.010202089311953435,1.179992914199829
64,QISVT,7,15,2,0.009990580141845276,1.1304500102996826
65,SVT,7,15,2,0.010736426279304882,3.0963337421417236
66,FRSVT,7,20,2,0.010306104282542212,2.1165571212768555
67,QISVT,7,20,2,0.010500472694459232,2.431852102279663
68,SVT,7,20,2,0.010736426279304882,3.6703968048095703
69,FRSVT,7,20,2,0.010010101378087494,2.6151506900787354
70,QISVT,7,20,2,0.010063290681716047,2.142932891845703
71,SVT,7,20,2,0.010736426279304882,4.570069789886475
72,FRSVT,9,5,2,0.01002376750404051,0.48136281967163086
73,QISVT,9,5,2,0.010025454721846915,0.24425005912780762
74,SVT,9,5,2,0.012156253768469464,4.07964825630188
75,FRSVT,9,5,2,0.010023026038202836,0.25222086906433105
76,QISVT,9,5,2,0.010025412521017386,0.2794322967529297
77,SVT,9,5,2,0.012156253768469464,2.826781988143921
78,FRSVT,9,10,2,0.009924435219969132,0.651864767074585
79,QISVT,9,10,2,0.009992467410378,0.5561518669128418
80,SVT,9,10,2,0.012156253768469464,2.6647861003875732
81,FRSVT,9,10,2,0.010399563388427221,0.6132400035858154
82,QISVT,9,10,2,0.009933541365470054,0.5546000003814697
83,SVT,9,10,2,0.012156253768469464,2.880073070526123
84,FRSVT,9,15,2,0.010406296656070629,1.320293664932251
85,QISVT,9,15,2,0.009980365516596378,1.064755916595459
86,SVT,9,15,2,0.012156253768469464,2.350825309753418
87,FRSVT,9,15,2,0.009982282704042732,1.2440729141235352
88,QISVT,9,15,2,0.01003846851682581,1.0072050094604492
89,SVT,9,15,2,0.012156253768469464,2.213338851928711
90,FRSVT,9,20,2,0.009949373871032837,1.7094109058380127
91,QISVT,9,20,2,0.010512605920407299,1.9681026935577393
92,SVT,9,20,2,0.012156253768469464,4.5488600730896
93,FRSVT,9,20,2,0.01024462369647192,2.176413059234619
94,QISVT,9,20,2,0.010058722909714645,1.6612629890441895
95,SVT,9,20,2,0.012156253768469464,2.567465305328369
96,FRSVT,11,5,2,0.01009547423283784,0.26984095573425293
97,QISVT,11,5,2,0.012096894368276493,0.29884886741638184
98,SVT,11,5,2,0.013144033626773181,2.2510111331939697
99,FRSVT,11,5,2,0.010110698167997667,0.2594470977783203
100,QISVT,11,5,2,0.010095546397000187,0.2678699493408203
101,SVT,11,5,2,0.013144033626773181,4.7350897789001465
102,FRSVT,11,10,2,0.01006844571435692,1.282013177871704
103,QISVT,11,10,2,0.010266734804389058,0.5513148307800293
104,SVT,11,10,2,0.013144033626773181,2.7530477046966553
105,FRSVT,11,10,2,0.012095404081610639,0.6481919288635254
106,QISVT,11,10,2,0.010048836996662928,0.6135990619659424
107,SVT,11,10,2,0.013144033626773181,2.4335758686065674
108,FRSVT,11,15,2,0.010729106345606821,1.265484094619751
109,QISVT,11,15,2,0.009958213083062984,1.1629843711853027
110,SVT,11,15,2,0.013144033626773181,2.4149749279022217
111,FRSVT,11,15,2,0.009943847473153163,1.0972061157226562
112,QISVT,11,15,2,0.009974418119039333,1.0833780765533447
113,SVT,11,15,2,0.013144033626773181,2.19234299659729
114,FRSVT,11,20,2,0.011892035893678389,1.770256757736206
115,QISVT,11,20,2,0.010023040940208637,1.6564390659332275
116,SVT,11,20,2,0.013144033626773181,2.2647151947021484
117,FRSVT,11,20,2,0.011246005814972626,1.702538013458252
118,QISVT,11,20,2,0.00999570096426842,1.6406919956207275
119,SVT,11,20,2,0.013144033626773181,3.495544910430908
