,method,rank,l,p,rmse,time
44,SVT,5,20,2,0.010784291093477349,2.252974271774292
45,FRSVT,5,20,2,0.01006267486289479,1.733802080154419
46,QISVT,5,20,2,0.01006376983341442,1.724971055984497
47,SVT,5,20,2,0.010784291093477349,2.6976640224456787
48,FRSVT,7,5,2,0.01013231932028093,0.26187896728515625
49,QISVT,7,5,2,0.010115753934156568,0.32521510124206543
50,SVT,7,5,2,0.010904815856905824,2.1948790550231934
51,FRSVT,7,5,2,0.009957424716231752,0.2752690315246582
52,QISVT,7,5,2,0.00995743354232026,0.26334214210510254
53,SVT,7,5,2,0.010904815856905824,2.153942108154297
54,FRSVT,7,10,2,0.0099343087512294,0.639106035232544
55,QISVT,7,10,2,0.009960407722363658,0.6028599739074707
56,SVT,7,10,2,0.010904815856905824,2.1907877922058105
57,FRSVT,7,10,2,0.01001496974601765,0.664273738861084
58,QISVT,7,10,2,0.009967253926311368,0.5497121810913086
59,SVT,7,10,2,0.010904815856905824,2.2749831676483154
60,FRSVT,7,15,2,0.009966978450844037,1.1500730514526367
61,QISVT,7,15,2,0.009990128760571856,1.0937919616699219
62,SVT,7,15,2,0.010904815856905824,2.404390811920166
63,FRSVT,7,15,2,0.00998719644467005,1.2079520225524902
64,QISVT,7,15,2,0.009990385438546023,1.2080252170562744
65,SVT,7,15,2,0.010904815856905824,3.1284689903259277
66,FRSVT,7,20,2,0.009986841127140982,1.9878079891204834
67,QISVT,7,20,2,0.010076163561383161,1.8037729263305664
68,SVT,7,20,2,0.010904815856905824,2.5960147380828857
69,FRSVT,7,20,2,0.01000890190803628,1.7101719379425049
70,QISVT,7,20,2,0.01005069660952171,1.644913911819458
71,SVT,7,20,2,0.010904815856905824,2.1335630416870117
72,FRSVT,9,5,2,0.01106331159856107,0.2953028678894043
73,QISVT,9,5,2,0.010051245094257852,0.24857401847839355
74,SVT,9,5,2,0.011430363165657199,2.1858482360839844
75,FRSVT,9,5,2,0.009993396998334625,0.389890193939209
76,QISVT,9,5,2,0.00999337972358286,0.263718843460083
77,SVT,9,5,2,0.011430363165657199,2.132791042327881
78,FRSVT,9,10,2,0.009948771660897674,0.6213490962982178
79,QISVT,9,10,2,0.010004187888041688,0.5344760417938232
80,SVT,9,10,2,0.011430363165657199,2.0831968784332275
81,FRSVT,9,10,2,0.010214021586304228,0.6336441040039062
82,QISVT,9,10,2,0.009946427914861259,0.5677120685577393
83,SVT,9,10,2,0.011430363165657199,2.133225917816162
84,FRSVT,9,15,2,0.010050014693352746,1.0517840385437012
85,QISVT,9,15,2,0.01002731157801612,1.0490267276763916
86,SVT,9,15,2,0.011430363165657199,2.154755115509033
87,FRSVT,9,15,2,0.010063387450954286,1.188459873199463
88,QISVT,9,15,2,0.010008949441367664,1.0410029888153076
89,SVT,9,15,2,0.011430363165657199,2.195218086242676
90,FRSVT,9,20,2,0.009957798693169923,1.7342326641082764
91,QISVT,9,20,2,0.010044893094235226,1.738109827041626
92,SVT,9,20,2,0.011430363165657199,2.183288812637329
93,FRSVT,9,20,2,0.009982460785518354,1.795403003692627
94,QISVT,9,20,2,0.010105635297454023,1.7729029655456543
95,SVT,9,20,2,0.011430363165657199,2.282754898071289
96,FRSVT,11,5,2,0.012037967995886077,0.2689037322998047
97,QISVT,11,5,2,0.010346360609505124,0.25541090965270996
98,SVT,11,5,2,0.01523120880520208,2.564404249191284
99,FRSVT,11,5,2,0.014765926826308855,0.27107977867126465
100,QISVT,11,5,2,0.014765926833480091,0.2305898666381836
101,SVT,11,5,2,0.01523120880520208,2.276386022567749
102,FRSVT,11,10,2,0.010584064458352353,0.6320669651031494
103,QISVT,11,10,2,0.009937458724502628,0.5257940292358398
104,SVT,11,10,2,0.01523120880520208,2.121364116668701
105,FRSVT,11,10,2,0.009938117146609622,0.6339960098266602
106,QISVT,11,10,2,0.010584087352989296,0.5469570159912109
107,SVT,11,10,2,0.01523120880520208,2.3380510807037354
108,FRSVT,11,15,2,0.009975796369266828,1.2151548862457275
109,QISVT,11,15,2,0.00995420526784137,1.0423390865325928
110,SVT,11,15,2,0.01523120880520208,2.7579400539398193
111,FRSVT,11,15,2,0.009961167910373778,1.0712289810180664
112,QISVT,11,15,2,0.009974520382851607,1.0512073040008545
113,SVT,11,15,2,0.01523120880520208,2.2103328704833984
114,FRSVT,11,20,2,0.011562512561675613,1.864243984222412
115,QISVT,11,20,2,0.010025935334193645,1.7004806995391846
116,SVT,11,20,2,0.01523120880520208,2.1051747798919678
117,FRSVT,11,20,2,0.010071880124647591,1.738250970840454
118,QISVT,11,20,2,0.00998517673649903,1.7769520282745361
119,SVT,11,20,2,0.01523120880520208,2.7170472145080566
